uData	0x810120
 To the 	0x3107f0
LivingWorld_/ Move army to a named zone	0x3107f0
LIVING_WORLD_MOVE_ARMY_TO_ZONE	0x3107f0
 in the world.	0x3107f0
 To the position 	0x3107f0
 of faction 	0x3107f0
Move Army named	0x3107f0
LivingWorld_/ Move army to a world position	0x3107f0
LIVING_WORLD_MOVE_ARMY_TO_POSITION	0x3107f0
Unit_/ Sets a unit's experience points	0x3107f0
UNIT_SET_EXPERIENCE_POINTS	0x3107f0
Unit_/ Gives a unit experience points	0x3107f0
UNIT_GIVE_EXPERIENCE_POINTS	0x3107f0
Unit_/ Gives specified team an experience level	0x3107f0
UNIT_GIVE_EXPERIENCE_LEVEL	0x3107f0
 experience points' to 	0x3107f0
Sets 	0x3107f0
Team_/ Sets a team's experience points	0x3107f0
TEAM_SET_EXPERIENCE_POINTS	0x3107f0
 experience points 	0x3107f0
Team_/ Gives specified team experience points	0x3107f0
TEAM_GIVE_EXPERIENCE_POINTS	0x3107f0
 experience level 	0x3107f0
Team_/ Gives specified team an experience level	0x3107f0
TEAM_GIVE_EXPERIENCE_LEVEL	0x3107f0
 light point level 	0x3107f0
Takes away from 	0x3107f0
Player_/ Takes away a light point level	0x3107f0
PLAYER_REMOVE_LIGHT_POINT_LEVEL	0x3107f0
  light point level 	0x3107f0
Player_/ Gives a light point level	0x3107f0
PLAYER_GIVE_LIGHT_POINT_LEVEL	0x3107f0
Resets light points for 	0x3107f0
Player_/ Reset light points	0x3107f0
PLAYER_RESET_LIGHT_POINTS	0x3107f0
 light points.	0x3107f0
Gives 	0x3107f0
Player_/ Give light points	0x3107f0
PLAYER_GIVE_LIGHT_POINTS	0x3107f0
 (True to disable.)	0x3107f0
Disable terrain render 	0x3107f0
Camera_/Terrain/Enable or Disable Terrain Render.	0x3107f0
TERRAIN_RENDER_DISABLE	0x3107f0
Set Bloom Filter to be disabled	0x3107f0
Camera_/Lighting Effects/End bloom lighting effect.	0x3107f0
CAMERA_BLOOM_EFFECT_END	0x3107f0
Set Bloom Filter to be enabled	0x3107f0
Camera_/Lighting Effects/Begin bloom lighting effect.	0x3107f0
CAMERA_BLOOM_EFFECT_BEGIN	0x3107f0
Multimedia_/Sound Effect/Disable object's ambient sound	0x3107f0
DISABLE_OBJECT_SOUND	0x3107f0
's ambient sound.	0x3107f0
Enable (or trigger) 	0x3107f0
Multimedia_/Sound Effect/Enable object's ambient sound	0x3107f0
ENABLE_OBJECT_SOUND	0x3107f0
Force ChooseVictim to ignore game difficulty and always use Normal setting 	0x3107f0
Map_/ Force ChooseVictim to ignore game difficulty and always use Normal setting.	0x3107f0
CHOOSE_VICTIM_ALWAYS_USES_NORMAL	0x3107f0
Delete all unmanned (sniped) vehicles.	0x3107f0
Scripting_/ Delete all unmanned (sniped) vehicles.	0x3107f0
DELETE_ALL_UNMANNED	0x3107f0
) Width then height, in world units.	0x3107f0
Allow bigger objects to be perceived as onscreen near the edge (	0x3107f0
Map_/ Resize view guardband.	0x3107f0
RESIZE_VIEW_GUARDBAND	0x3107f0
Show 'Defeated' window and end game	0x3107f0
Multiplayer_/ Announce defeat.	0x3107f0
Show 'Victorious' window and end game	0x3107f0
Multiplayer_/ Announce victory.	0x3107f0
Show 'Game Over' window	0x3107f0
Multiplayer_/ Announce local defeat.	0x3107f0
LOCALDEFEAT	0x3107f0
 Enter and guard from tunnel network.	0x3107f0
Team_/ Set to guard - from inside tunnel network.	0x3107f0
TEAM_GUARD_IN_TUNNEL_NETWORK	0x3107f0
 (true to enable, false to disable).	0x3107f0
Enable Object Bonuses based on difficulty 	0x3107f0
Map_/ Adjust Object Bonuses based on difficulty.	0x3107f0
OBJECT_ALLOW_BONUSES	0x3107f0
Set the desired speech volume to 	0x3107f0
Multimedia_/ Set the current speech volume.	0x3107f0
SPEECH_SET_VOLUME	0x3107f0
Set the desired sound volume to 	0x3107f0
Multimedia_/ Set the current sound volume.	0x3107f0
SOUND_SET_VOLUME	0x3107f0
 times the usual rate (0.0 for no gain, 1.0 for normal rate)	0x3107f0
 gains experience at 	0x3107f0
Player_/ Change the modifier to generals experience that a player receives.	0x3107f0
PLAYER_AFFECT_RECEIVING_EXPERIENCE	0x3107f0
 on team 	0x3107f0
Unit_/ Spawn -- named unit on a team at a position with an orientation.	0x3107f0
UNIT_SPAWN_NAMED_LOCATION_ORIENTATION	0x3107f0
 (1-12).	0x3107f0
 in slot number 	0x3107f0
 is added to all objects of type 	0x3107f0
Scripting_/ Add a command button to an object type.	0x3107f0
COMMANDBAR_ADD_BUTTON_OBJECTTYPE_SLOT	0x3107f0
 is removed from all objects of type 	0x3107f0
Scripting_/ Remove a command button from an object type.	0x3107f0
COMMANDBAR_REMOVE_BUTTON_OBJECTTYPE	0x3107f0
Team_/ Set team to face a waypoint.	0x3107f0
TEAM_FACE_WAYPOINT	0x3107f0
Team_/ Set team to face another unit.	0x3107f0
TEAM_FACE_NAMED	0x3107f0
Unit_/ Set unit to face a waypoint.	0x3107f0
NAMED_FACE_WAYPOINT	0x3107f0
 begin facing 	0x3107f0
Unit_/ Set unit to face another unit.	0x3107f0
NAMED_FACE_NAMED	0x3107f0
 seconds. Negative value reverts to normal behavior.	0x3107f0
Override hulk lifetime to 	0x3107f0
Scripting_/ Hulk set override lifetime.	0x3107f0
SCRIPTING_OVERRIDE_HULK_LIFETIME	0x3107f0
 (1-5).	0x3107f0
 uses skillset number 	0x3107f0
Player_/ Set the skillset for a computer player.	0x3107f0
PLAYER_SELECT_SKILLSET	0x3107f0
 change the value of flag 	0x3107f0
Team_/ Affect flags set on object panel - all.	0x3107f0
TEAM_AFFECT_OBJECT_PANEL_FLAGS	0x3107f0
 changes the value of flag 	0x3107f0
Unit_/ Affect flags set on object panel.	0x3107f0
UNIT_AFFECT_OBJECT_PANEL_FLAGS	0x3107f0
Set Particle Cap to be enabled 	0x3107f0
Scripting_/ Enable or Disable Particle Cap.	0x3107f0
OPTIONS_SET_PARTICLE_CAP_MODE	0x3107f0
Set Draw-icon UI to be enabled 	0x3107f0
Scripting_/ Enable or Disable Draw-icon UI.	0x3107f0
OPTIONS_SET_DRAWICON_UI_MODE	0x3107f0
Set Occlusion to be enabled 	0x3107f0
Scripting_/ Enable or Disable Occlusion (Drawing Behind Buildings).	0x3107f0
OPTIONS_SET_OCCLUSION_MODE	0x3107f0
 (False to disable.)	0x3107f0
Set EVA to be enabled 	0x3107f0
Scripting_/ Enable or Disable EVA.	0x3107f0
EVA_SET_ENABLED_DISABLED	0x3107f0
 is undone.	0x3107f0
Map_/ Reveal map at waypoint -- undo permanently.	0x3107f0
MAP_UNDO_REVEAL_PERMANENTLY_AT_WAYPOINT	0x3107f0
. (Afterwards referred to as 	0x3107f0
The map is permanently revealed at 	0x3107f0
Map_/ Reveal map at waypoint -- permanently.	0x3107f0
MAP_REVEAL_PERMANENTLY_AT_WAYPOINT	0x3107f0
 : remove 	0x3107f0
Scripting_/ Object Type List -- Remove Object Type.	0x3107f0
OBJECTLIST_REMOVEOBJECTTYPE	0x3107f0
 : add 	0x3107f0
Scripting_/ Object Type List -- Add Object Type.	0x3107f0
OBJECTLIST_ADDOBJECTTYPE	0x3107f0
Unit_/ Set emoticon for duration (-1.0 permanent, otherwise duration in sec).	0x3107f0
NAMED_SET_EMOTICON	0x3107f0
 emoticon for 	0x3107f0
Team_/ Set emoticon for duration (-1.0 permanent, otherwise duration in sec).	0x3107f0
TEAM_SET_EMOTICON	0x3107f0
 delay until at least one of them is no longer contained.	0x3107f0
Team_/ Delay a sequential script until the team is no longer contained - partial	0x3107f0
TEAM_WAIT_FOR_NOT_CONTAINED_PARTIAL	0x3107f0
 all delay until they are no longer contained.	0x3107f0
Team_/ Delay a sequential script until the team is no longer contained - all	0x3107f0
TEAM_WAIT_FOR_NOT_CONTAINED_ALL	0x3107f0
 from units it has captured. (There's nothing quite like being assaulted by your own captured units!)	0x3107f0
 creates a new 	0x3107f0
Player_/ Create team from all captured units.	0x3107f0
PLAYER_CREATE_TEAM_FROM_CAPTURED_UNITS	0x3107f0
 capture the nearest unowned faction unit.	0x3107f0
Team_/ Capture unowned faction unit -- nearest.	0x3107f0
TEAM_CAPTURE_NEAREST_UNOWNED_FACTION_UNIT	0x3107f0
 perform 	0x3107f0
% of 	0x3107f0
Team_/ Use command ability -- partial -- self.	0x3107f0
TEAM_PARTIAL_USE_COMMANDBUTTON	0x3107f0
Team_/ Use command ability -- all -- nearest object type.	0x3107f0
TEAM_ALL_USE_COMMANDBUTTON_ON_NEAREST_OBJECTTYPE	0x3107f0
Team_/ Use command ability -- all -- nearest enemy building kindof.	0x3107f0
TEAM_ALL_USE_COMMANDBUTTON_ON_NEAREST_ENEMY_BUILDING_CLASS	0x3107f0
Team_/ Use command ability -- all -- nearest enemy building.	0x3107f0
TEAM_ALL_USE_COMMANDBUTTON_ON_NEAREST_ENEMY_BUILDING	0x3107f0
Team_/ Use command ability -- all -- nearest enemy object with kind of.	0x3107f0
TEAM_ALL_USE_COMMANDBUTTON_ON_NEAREST_KINDOF	0x3107f0
Team_/ Use command ability -- all -- nearest enemy garrisoned building.	0x3107f0
TEAM_ALL_USE_COMMANDBUTTON_ON_NEAREST_GARRISONED_BUILDING	0x3107f0
Team_/ Use command ability -- all -- nearest enemy unit	0x3107f0
TEAM_ALL_USE_COMMANDBUTTON_ON_NEAREST_ENEMY_UNIT	0x3107f0
  on 	0x3107f0
Team_/ Use command ability -- all -- named enemy	0x3107f0
TEAM_ALL_USE_COMMANDBUTTON_ON_NAMED	0x3107f0
 Radius.	0x3107f0
 Duration (seconds) 	0x3107f0
 with Amplitude 	0x3107f0
Add Camera Shaker Effect at waypoint 	0x3107f0
Camera_/Add Camera Shaker Effect at.	0x3107f0
CAMERA_ADD_SHAKER_AT	0x3107f0
Disable camera playback mode.	0x3107f0
Camera_/Disable 3DSMax Camera Animation Playback mode.	0x3107f0
CAMERA_DISABLE_SLAVE_MODE	0x3107f0
 containing bone name 	0x3107f0
Enable 3DSMax Camera playback of animation with thing name 	0x3107f0
Camera_/Enable 3DSMax Camera Animation Playback mode.	0x3107f0
CAMERA_ENABLE_SLAVE_MODE	0x3107f0
 continue their current action for at least 	0x3107f0
Team_/ Set to continue current action for some number of frames.	0x3107f0
TEAM_SPIN_FOR_FRAMECOUNT	0x3107f0
 ready.	0x3107f0
 wait until at least one member is 	0x3107f0
Skirmish_/ Delay a sequential script until the specified command ability is ready - partial.	0x3107f0
SKIRMISH_WAIT_FOR_COMMANDBUTTON_AVAILABLE_PARTIAL	0x3107f0
 is ready.	0x3107f0
 all wait until 	0x3107f0
Skirmish_/ Delay a sequential script until the specified command ability is ready - all.	0x3107f0
SKIRMISH_WAIT_FOR_COMMANDBUTTON_AVAILABLE_ALL	0x3107f0
 (true = all valid sources, false = first valid source).	0x3107f0
 on most expensive object within 	0x3107f0
 performs 	0x3107f0
Skirmish_/ Team performs command ability on most valuable object.	0x3107f0
SKIRMISH_PERFORM_COMMANDBUTTON_ON_MOST_VALUABLE_OBJECT	0x3107f0
 attacks nearest group worth 	0x3107f0
Skirmish_/ Team attacks nearest group matching value comparison.	0x3107f0
SKIRMISH_ATTACK_NEAREST_GROUP_WITH_VALUE	0x3107f0
Team_/ Move team towards the nearest object of a specific type in trigger area.	0x3107f0
TEAM_MOVE_TOWARDS_NEAREST_OBJECT_TYPE	0x3107f0
 within 	0x3107f0
 will move towards the nearest 	0x3107f0
Unit_/ Move unit towards the nearest object of a specific type in trigger area.	0x3107f0
UNIT_MOVE_TOWARDS_NEAREST_OBJECT_TYPE	0x3107f0
 if destroyed.	0x3107f0
 will topple towards 	0x3107f0
Unit_/ Set topple direction.	0x3107f0
NAMED_SET_TOPPLE_DIRECTION	0x3107f0
All sound events play at normal volume.	0x3107f0
Multimedia_/ Sound Events -- restore volume -- all.	0x3107f0
AUDIO_RESTORE_VOLUME_ALL_TYPE	0x3107f0
 play at normal volume.	0x3107f0
Multimedia_/ Sound Events -- restore volume -- type.	0x3107f0
AUDIO_RESTORE_VOLUME_TYPE	0x3107f0
% of full volume.	0x3107f0
 play at 	0x3107f0
Multimedia_/ Sound Events -- override volume -- type.	0x3107f0
AUDIO_OVERRIDE_VOLUME_TYPE	0x3107f0
Enable all sound events.	0x3107f0
Multimedia_/ Sound Events -- enable all.	0x3107f0
SOUND_ENABLE_ALL	0x3107f0
Remove all disabled sound events (OBSOLETE -- disable type now does all the work)	0x3107f0
Multimedia_/ Sound Events -- remove all disabled. (OBSOLETE)	0x3107f0
SOUND_REMOVE_ALL_DISABLED	0x3107f0
 is removed.	0x3107f0
Multimedia_/ Sound Events -- remove type.	0x3107f0
SOUND_REMOVE_TYPE	0x3107f0
 is enabled.	0x3107f0
Multimedia_/ Sound Events -- enable type.	0x3107f0
SOUND_ENABLE_TYPE	0x3107f0
 is disabled.	0x3107f0
Multimedia_/ Sound Events -- disable type.	0x3107f0
SOUND_DISABLE_TYPE	0x3107f0
 dollars worth of boxes. 	0x3107f0
 is set to having 	0x3107f0
Warehouse named 	0x3107f0
Unit_/ Set cash value of Warehouse.	0x3107f0
WAREHOUSE_SET_VALUE	0x3107f0
, but only if both Cave listings have no occupants. 	0x3107f0
 is set to being connected to all caves of index 	0x3107f0
Cave named 	0x3107f0
Unit_/ Set Cave connectivity index.	0x3107f0
SET_CAVE_INDEX	0x3107f0
 becomes 	0x3107f0
Map_/ Adjust the tech tree for a specific object type.	0x3107f0
TECHTREE_MODIFY_BUILDABILITY_OBJECT	0x3107f0
The screen will shake with 	0x3107f0
Camera_/ Shake Screen.	0x3107f0
SCREEN_SHAKE	0x3107f0
The radar is now reverting to its normal behavior.	0x3107f0
Radar_/ Revert radar to normal behavior.	0x3107f0
RADAR_REVERT_TO_NORMAL	0x3107f0
The radar is now forced to be enabled.	0x3107f0
Radar_/ Force enable the radar.	0x3107f0
RADAR_FORCE_ENABLE	0x3107f0
) while playing 	0x3107f0
, centers in view (	0x3107f0
 's first 	0x3107f0
Scripting_/ Select the first object type on a team.	0x3107f0
OBJECT_FORCE_SELECT	0x3107f0
 Modify the default CloudEffect speed to be 	0x3107f0
Map_/ Change the speed of the CloudEffect.	0x3107f0
MAP_CHANGE_CLOUD_SPEED	0x3107f0
 becomes the active border.	0x3107f0
Map_/ Change the active boundary.	0x3107f0
MAP_SWITCH_BORDER	0x3107f0
Team_/ Use commandbutton ability at a waypoint.	0x3107f0
TEAM_USE_COMMANDBUTTON_ABILITY_AT_WAYPOINT	0x3107f0
Team_/ Use commandbutton ability on an object.	0x3107f0
TEAM_USE_COMMANDBUTTON_ABILITY_ON_NAMED	0x3107f0
Team_/ Use commandbutton ability.	0x3107f0
TEAM_USE_COMMANDBUTTON_ABILITY	0x3107f0
 on nearest object of type 	0x3107f0
Unit_/ Use command ability -- all -- nearest object type.	0x3107f0
NAMED_USE_COMMANDBUTTON_ON_NEAREST_OBJECTTYPE	0x3107f0
  on nearest enemy building with 	0x3107f0
Unit_/ Use command ability -- all -- nearest enemy building kindof.	0x3107f0
NAMED_USE_COMMANDBUTTON_ON_NEAREST_ENEMY_BUILDING_CLASS	0x3107f0
  on nearest enemy building.	0x3107f0
Unit_/ Use command ability -- all -- nearest enemy building.	0x3107f0
NAMED_USE_COMMANDBUTTON_ON_NEAREST_ENEMY_BUILDING	0x3107f0
  on nearest enemy with 	0x3107f0
Unit_/ Use command ability -- all -- nearest enemy object with kind of.	0x3107f0
NAMED_USE_COMMANDBUTTON_ON_NEAREST_KINDOF	0x3107f0
  on nearest enemy garrisoned building.	0x3107f0
Unit_/ Use command ability -- all -- nearest enemy garrisoned building.	0x3107f0
NAMED_USE_COMMANDBUTTON_ON_NEAREST_GARRISONED_BUILDING	0x3107f0
  on nearest enemy unit.	0x3107f0
Unit_/ Use command ability -- all -- nearest enemy unit	0x3107f0
NAMED_USE_COMMANDBUTTON_ON_NEAREST_ENEMY_UNIT	0x3107f0
Unit_/ Use commandbutton ability at a waypoint.	0x3107f0
NAMED_USE_COMMANDBUTTON_ABILITY_AT_WAYPOINT	0x3107f0
Unit_/ Use commandbutton ability on an object.	0x3107f0
NAMED_USE_COMMANDBUTTON_ABILITY_ON_NAMED	0x3107f0
Unit_/ Use commandbutton ability.	0x3107f0
NAMED_USE_COMMANDBUTTON_ABILITY	0x3107f0
 dam_/sec.	0x3107f0
 seconds doing 	0x3107f0
Map_/ Adjust water height to a new level with damage over time	0x3107f0
WATER_CHANGE_HEIGHT_OVER_TIME	0x3107f0
 impassable for human player: 	0x3107f0
 Make area 	0x3107f0
Map_/ Make area impassable for human player	0x3107f0
HUMAN_IMPASSABLE_AREA	0x3107f0
 changes altitude to 	0x3107f0
Map_/ Adjust water height to a new level	0x3107f0
WATER_CHANGE_HEIGHT	0x3107f0
Team_/ Set to idle for some number of seconds.	0x3107f0
TEAM_IDLE_FOR_SECONDS	0x3107f0
Team_/ Set to guard -- number of seconds.	0x3107f0
TEAM_GUARD_FOR_SECONDS	0x3107f0
Team_/ Set to idle for some number of frames.	0x3107f0
TEAM_IDLE_FOR_FRAMECOUNT	0x3107f0
Team_/ Set to guard -- number of frames.	0x3107f0
TEAM_GUARD_FOR_FRAMECOUNT	0x3107f0
Team_/ Set or clear the Aflame status on a team.	0x3107f0
TEAM_SET_FLAME_STATUS	0x3107f0
 is now on fire (T-F) 	0x3107f0
Unit_/ Set or clear the Aflame status on a unit.	0x3107f0
UNIT_SET_FLAME_STATUS	0x3107f0
 seconds. Percentage 	0x3107f0
Team_/ Set a model condition flag on a team for duration. % specifies # of members that get this.	0x3107f0
TEAM_SET_MODELCONDITION_FOR_DURATION	0x3107f0
 seconds. Percentage (hordes) 	0x3107f0
 sets model condition 	0x3107f0
Unit_/ Set a model condition flag on a unit for duration. % specifies # of members in horde that get this.	0x3107f0
UNIT_SET_MODELCONDITION_FOR_DURATION	0x3107f0
Team_/ Set or clear a custom model condition flag on a team.	0x3107f0
TEAM_SET_MODELCONDITION	0x3107f0
 sets custom model condition number (1-4) 	0x3107f0
Unit_/ Set or clear a custom model condition flag on a unit.	0x3107f0
UNIT_SET_MODELCONDITION	0x3107f0
Unit_/ Set to idle for some number of seconds.	0x3107f0
UNIT_IDLE_FOR_SECONDS	0x3107f0
Unit_/ Set to guard for some number of seconds.	0x3107f0
UNIT_GUARD_FOR_SECONDS	0x3107f0
 idles for 	0x3107f0
Unit_/ Set to idle for some number of frames.	0x3107f0
UNIT_IDLE_FOR_FRAMECOUNT	0x3107f0
 guards for 	0x3107f0
Unit_/ Set to guard for some number of frames.	0x3107f0
UNIT_GUARD_FOR_FRAMECOUNT	0x3107f0
Team_/ Execute script sequentially -- stop.	0x3107f0
TEAM_STOP_SEQUENTIAL_SCRIPT	0x3107f0
 stops executing.	0x3107f0
Unit_/ Set a specific unit to stop executing a sequential script.	0x3107f0
UNIT_STOP_SEQUENTIAL_SCRIPT	0x3107f0
Team_/ Execute script sequentially -- looping.	0x3107f0
TEAM_EXECUTE_SEQUENTIAL_SCRIPT_LOOPING	0x3107f0
Team_/ Execute script sequentially -- start.	0x3107f0
TEAM_EXECUTE_SEQUENTIAL_SCRIPT	0x3107f0
 times. (0=forever)	0x3107f0
 sequentially, 	0x3107f0
Unit_/ Set a specific unit to execute a looping sequential script.	0x3107f0
UNIT_EXECUTE_SEQUENTIAL_SCRIPT_LOOPING	0x3107f0
 sequentially.	0x3107f0
 executes 	0x3107f0
Unit_/ Set a specific unit to execute a script sequentially.	0x3107f0
UNIT_EXECUTE_SEQUENTIAL_SCRIPT	0x3107f0
Player_/ Remove an override to a player's relationship to another team.	0x3107f0
PLAYER_REMOVE_OVERRIDE_RELATION_TO_TEAM	0x3107f0
Player_/ Override a player's relationship to another team.	0x3107f0
PLAYER_SET_OVERRIDE_RELATION_TO_TEAM	0x3107f0
Team_/ Remove an override to a team's relationship to another player.	0x3107f0
TEAM_REMOVE_OVERRIDE_RELATION_TO_PLAYER	0x3107f0
Team_/ Override a team's relationship to another player.	0x3107f0
TEAM_SET_OVERRIDE_RELATION_TO_PLAYER	0x3107f0
 fire waypoint-weapon following waypoints starting at 	0x3107f0
Unit_/ Fire waypoint-weapon following waypoint path.	0x3107f0
NAMED_FIRE_WEAPON_FOLLOWING_WAYPOINT_PATH	0x3107f0
 are killed.	0x3107f0
All units inside 	0x3107f0
Unit_/ Kill all units contained within a specific transport or structure.	0x3107f0
UNIT_DESTROY_ALL_CONTAINED	0x3107f0
 seconds, reverse rotation 	0x3107f0
Rotate to look at 	0x3107f0
Camera (R)_/ Rotate to look at a waypoint.	0x3107f0
CAMERA_LOOK_TOWARD_WAYPOINT	0x3107f0
 seconds with z-offset of 	0x3107f0
 seconds and holding 	0x3107f0
Rotate toward 	0x3107f0
Camera (R)_/ Rotate toward unit.	0x3107f0
CAMERA_LOOK_TOWARD_OBJECT	0x3107f0
(1.0==default).	0x3107f0
(0.0 is N, 90.0 is W, etc), height = 	0x3107f0
(0.0==default), angle = 	0x3107f0
Camera Pitch = 	0x3107f0
Camera_/ Set default camera.	0x3107f0
CAMERA_SET_DEFAULT	0x3107f0
Stop tether to any units.	0x3107f0
Camera_/ Stop tether to any units.	0x3107f0
CAMERA_STOP_TETHER_NAMED	0x3107f0
.  Amount of play is 	0x3107f0
.  Snap camera to object is 	0x3107f0
Have the camera tethered to 	0x3107f0
Camera_/ Tether camera to a specific unit.	0x3107f0
CAMERA_TETHER_NAMED	0x3107f0
 uses the player relationship to all other teams and players.	0x3107f0
Team_/ Remove all overrides to team's relationship to teams and/or players.	0x3107f0
TEAM_REMOVE_ALL_OVERRIDE_RELATIONS	0x3107f0
 uses the player relationship to 	0x3107f0
Team_/ Remove an override to a team's relationship to another team.	0x3107f0
TEAM_REMOVE_OVERRIDE_RELATION_TO_TEAM	0x3107f0
 (rather than using the the player relationship).	0x3107f0
Team_/ Override a team's relationship to another team.	0x3107f0
TEAM_SET_OVERRIDE_RELATION_TO_TEAM	0x3107f0
 stops, then disbands.	0x3107f0
Team_/ Set to stop, then disband.	0x3107f0
TEAM_STOP_AND_DISBAND	0x3107f0
Team_/ Set to stop.	0x3107f0
TEAM_STOP	0x3107f0
 stops.	0x3107f0
Unit_/ Set a specific unit to stop.	0x3107f0
NAMED_STOP	0x3107f0
Refresh radar terrain.	0x3107f0
Scripting_/ Refresh radar terrain.	0x3107f0
REFRESH_RADAR	0x3107f0
Unit_/ Special power -- fire at unit.	0x3107f0
NAMED_FIRE_SPECIAL_POWER_AT_NAMED	0x3107f0
 fires 	0x3107f0
Unit_/ Special power -- fire at location.	0x3107f0
NAMED_FIRE_SPECIAL_POWER_AT_WAYPOINT	0x3107f0
 repair 	0x3107f0
Player_/ Repair named bridge or structure.	0x3107f0
PLAYER_REPAIR_NAMED_STRUCTURE	0x3107f0
Player/ Special power -- fire on team.	0x3107f0
FIRE_SPECIAL_POWER_ON_TEAM	0x3107f0
 owned by 	0x3107f0
Player/ Special power -- fire on nearest object type owned by player.	0x3107f0
FIRE_SPECIAL_POWER_ON_NEAREST_OBJECTTYPE_BY_PLAYER	0x3107f0
 on nearest object of 	0x3107f0
Player/ Special power -- fire on nearest object type.	0x3107f0
FIRE_SPECIAL_POWER_ON_NEAREST_OBJECTTYPE	0x3107f0
 at enemy's most costly area.	0x3107f0
 fire 	0x3107f0
Skirmish_/ Special power -- fire at enemy's highest cost area.	0x3107f0
SKIRMISH_FIRE_SPECIAL_POWER_AT_MOST_COST	0x3107f0
 seconds added to it.	0x3107f0
 has 	0x3307e0,0x3107f0
Unit_/ Special power countdown timer -- add seconds.	0x3107f0
NAMED_ADD_SPECIAL_POWER_COUNTDOWN	0x3107f0
Unit_/ Special power countdown timer -- set.	0x3107f0
NAMED_SET_SPECIAL_POWER_COUNTDOWN	0x3107f0
Resume 	0x3107f0
Unit_/ Special power countdown timer -- resume.	0x3107f0
NAMED_START_SPECIAL_POWER_COUNTDOWN	0x3107f0
 countdown.	0x3107f0
Pause 	0x3107f0
Unit_/ Special power countdown timer -- pause.	0x3107f0
NAMED_STOP_SPECIAL_POWER_COUNTDOWN	0x3107f0
